puuid,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak
PBR_dvXQa03yic9NM63Z2IAfcIkTln7FsqxKcjaooxaOEb8da29d229dNZmlfkbvRF4FnlY4ya5e1g,935.0,I,128.0,115.0,False,False,True,False
NncC3F9Sz-BjF4AXLh2hLCCD6FVaQLCUU1oozZYlAIQZQnaqT0Ht62wcARJHDoHJQ3dmv31pG0xwYw,935.0,I,99.0,93.0,True,False,False,False
xbs5l_Tp5v09lEp4gH7YhYIi5f64orCz2H8nbtymH6u7ioXR8QPFOJc75OU0inMjmTXdN9t3_fHOUQ,932.0,I,79.0,65.0,False,False,True,False
LrnC8S3jZ5-VkFPicb2v93JaoOtnBx7nngaGn5iNtQ-zNZLZmWDTUz6q1x-dRmk3yTTLRoZTU0PMhw,931.0,I,91.0,81.0,False,False,True,False
InHUuqZ0AnlJK-7fzV5dH8-UlKWG8ol7cE-Pswl7qgPlRhMeFyl0LDqaBzX6bZSUmVFP7TqauKsX_w,927.0,I,99.0,94.0,False,False,True,False
Vfs-c1b6IxADVKj5W9xdp3WONV_DU849kDgaYAOPUR5YiGMxHGfhb0jswBxHEwhNgceeto7rgGa-Og,927.0,I,77.0,53.0,False,False,True,False
-Q9UXJa5XSX4mNRdC7trYxTC923HBRrepy3ywg2R7TVfpBGO6YMfckF2Gk85ZkA_Foslhie6h8QmZQ,922.0,I,107.0,90.0,False,False,True,False
hgoSXSVGKVK9goEPdhZX1pm3ZF6lS3QmVcAP9sxnEswkp2GrgpiROsRm7U1V8L5KBs-VX3RoZZ7VdQ,921.0,I,68.0,46.0,False,False,True,False
5jC335gHkDcSKXh3W9fgaq_Lwax1DR_iKxRRWFOQCabmXcN9BfRzv8bvyLB9cHIY0ZaCjjQoSZ05cA,913.0,I,97.0,74.0,True,False,False,False
5vO0eZSiM-Rq9XJNY9RXSY739-70vsYLnvvxkFUGM7P99G4W00fl-P5aH2em4snIcAcbMHWGnbjA1A,912.0,I,98.0,73.0,False,False,True,False
WNB_TAtdl_JWGokSphZULlvYq45jWywpNFeR5MFRHBw9cnmleshwf0q3R_aJJ5P7eWVMWfcfEYis8w,897.0,I,90.0,71.0,False,False,True,False
JVyKNCNKLXJUfrJAO9KW-B2htgbFK700Nqv90Sti8sWRUuxFekkdIpFQ2PUIVnr-jpcKis9D3O4r8Q,884.0,I,98.0,77.0,False,False,True,False
QZVEgq9hGxB0P9K1o_0FY7xSsf9rYbusuZQ-YOidUOBnZJvCY0ELvbml6Rw14On15Ez8sE0dUFTX3Q,877.0,I,150.0,124.0,False,False,True,False
xCaxU5M0c1sKBO5HJXJ9RkHVsuzhJHSoASsZdKf94coC4JaDoMl_PtzoPgRSM3dSqxO2eSnbJ06esw,865.0,I,160.0,139.0,True,False,False,False
lMFxCDB03mr9oRexqLT-TXwn4RvJV8NlbvfOYLcz05zAxVl2R9WKQN3D7qmaSiuOj2NZyOibPaDupA,858.0,I,147.0,125.0,False,False,True,True
b0JrPGrt1ga51GgP4qcBqMDBg6gLYblgQudCSh5uEk_7oXQWM4ldofl-_oQlm2Auiga65F1AuUFWwg,845.0,I,99.0,92.0,False,False,True,False
ZXX0fvP879hgS0e0F-sLZPKe7hT7KbmehNwrS09yvxkvB_uaoexK1l0noBb-yT29h5YItnCCPytEzA,801.0,I,136.0,111.0,False,False,True,False
